"ID","NOTAM","nType","countryCode","qcode","aerodrome","startTime","endTime","period","verbiage","issuedBy","isCancelled"
9214,"M0098/18","N","RJJJ","QFAXX","RJTY",2/6/2018 10:50:00,2/6/2018 7:24:02,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT 6 FEBRUARY 2018/1950L-2100L ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","KN",1
9215,"M0099/18","N","RJJJ","QFAXX","RJTY",2/8/2018 2:00:00,2/6/2018 2:32:39,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT 8 FEBRUARY 2018/1100-1445L ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","KK",1
9216,"M0100/18","N","RJJJ","QFAXX","RJTY",2/6/2018 1:46:00,2/6/2018 1:50:02,,"RWY 36 GLIDE SLOP UNSERVICEABLE.","KK",1
9217,"M0101/18","C",,,"RJTY",2/6/2018 1:50:02,2/9/2018 1:50:02,,"Cancel M0100/18","KK",0
9218,"M0102/18","N","RJJJ","QFAXX","RJTY",2/6/2018 1:51:00,2/6/2018 8:24:26,,"RWY 36 GLIDE SLOPE UNSERVICEABLE.","KN",1
9219,"M0103/18","C",,,"RJTY",2/6/2018 2:32:39,2/9/2018 2:32:39,,"Cancel M0099/18","KK",0
9220,"L0031/18","N","RJJJ","QXXXX","RJTY",2/8/2018 1:20:00,2/7/2018 6:38:38,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT 8 FEBRUARY 2018 1020-1445L","KN",1
9221,"M0104/18","N","RJJJ","QFAXX","RJTY",2/6/2018 7:23:00,2/6/2018 12:40:00,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT FROM 1130 TO 1240 (2030L - 2140L.) ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","KN",0
9222,"M0105/18","C",,,"RJTY",2/6/2018 7:24:02,2/9/2018 7:24:02,,"Cancel M0098/18","KN",0
9223,"M0106/18","C",,,"RJTY",2/6/2018 8:24:26,2/9/2018 8:24:26,,"Cancel M0102/18","KN",0
9224,"M0107/18","N","RJJJ","QFAXX","RJTY",2/6/2018 12:44:00,2/6/2018 12:45:53,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT 6 FEBRUARY 2018 190L-2100L (1130Z-1300Z) ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","KF",1
9225,"M0108/18","C",,,"RJTY",2/6/2018 12:45:53,2/9/2018 12:45:53,,"Cancel M0107/18","KF",0
9226,"M0109/18","N","RJJJ","QFAXX","RJTY",2/6/2018 12:49:00,2/6/2018 13:00:00,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT 6 FEBRUARY 2018 2030L-2200L (1130Z-1300Z) ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","KF",0
9227,"L0032/18","N","RJJJ","QXXXX","RJTY",2/6/2018 12:57:00,2/8/2018 13:00:00,,"A-TAXILANE, BETWEEN SOUTH OF E1 TAXIWAY AND A3 TAXIWAY, CLOSED EXCEPT ASSIGNED AIRCRAFT","KN",0
9228,"M0110/18","N","RJJJ","QFAXX","RJTY",2/8/2018 1:20:00,2/7/2018 6:41:31,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT FROM 0120Z TO 0545Z (2030L - 2140L.) ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","KN",1
9229,"L0033/18","C",,,"RJTY",2/7/2018 6:38:38,2/10/2018 6:38:38,,"Cancel L0031/18","KN",0
9230,"M0111/18","N","RJJJ","QFAXX","RJTY",2/8/2018 1:20:00,2/8/2018 5:11:13,,"AERODROME RAMP FREEZE/QUIET HOURS IN EFFECT FROM 0120Z TO 0545Z (1020L - 1445L.) ALL PEDESTRIAN MOVEMENT, VEHICLE MOVEMENT, APU/ENGINE OPERATIONS, AGE OPERATIONS, ENGINE START, TAXI, TAKEOFF, APPROACH, LANDING, HOVER OPERATIONS, MAINTENANCE ENGINE RUN ARE PROHIBITED WITH THE EXCEPTION OF SECRET SERVICE AND SUPPORT STAFF. RAMP FREEZE APPLIES TO THE RUNWAY AND ALL ASSOCIATED OVERRUNS, TAXIWAYS, INTERSECTIONS, PARKING RAMPS AND PERIMETER ROADS.","SD",1
9231,"M0112/18","C",,,"RJTY",2/7/2018 6:41:31,2/10/2018 6:41:31,,"Cancel M0110/18","KN",0
9232,"M0114/18","C",,,"RJTY",2/8/2018 5:11:13,2/11/2018 5:11:13,,"Cancel M0111/18","SD",0
9233,"L0034/18","N","RJJJ","QXXXX","RJTY",2/8/2018 10:41:00,2/8/2018 21:00:00,,"G-SOUTH TAXIWAY, BETWEEN SOUTH OF HANGER 1502 AND EAST OF G-RAMP, CLOSED.","KN",0
9234,"L0035/18","N","RJJJ","QXXXX","RJTY",2/9/2018 7:39:00,2/10/2018 8:00:00,,"K-TAXIWAY CLOSED","KN",0
9235,"M0115/18","N","RJJJ","QXXXX","RJTY",2/11/2018 23:30:00,2/12/2018 7:30:00,,"AIRSPACE RESTRICTION: DO NOT FLY OVER MUSASHI-MURAYAMA CITY AT OR BELOW 3,000 FT AGL FROM 0830L TO 1630L. THE CITY LOCATES EAST OF YOKOTA. DO NOT FLY EAST VFR PATTERN ALSO.","KN",0
9236,"M0116/18","N","RJJJ","QWVLW","RJTY",2/12/2018 0:06:00,2/16/2018 2:35:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION. TUESDAY, 13 FEBRUARY 1 X C-130S, SRFC TO 1,015 FT AGL,/0001Z-0300Z, EAGLE DZ, SKE RUN-IN 1 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN WEDNESDAY, 14 FEBRUARY 2 X C-130S, SRFC TO 1,015 FT AGL,/08301Z-1230Z, EAGLE DZ, SKE RUN-IN THURSDAY, 15 FEBRUARY 2 X C-130S, SRFC TO 1,015 FT AGL,/08301Z-1230Z, EAGLE DZ, SKE RUN-IN FRIDAY, 16 FEBRUARY 1 X C-130S, SRFC TO 1,015 FT AGL,/2330Z-0230Z, EAGLE DZ, SKE RUN-IN","CA*",0
9237,"M0117/18","N","RJJJ","QFAXX","RJTY",2/12/2018 0:57:00,4/30/2018 13:00:00,,"AERODROME RWY 18 SEQUENCED FLASHING LGT UNSERVICEABLE","CA*",0
9238,"M0118/18","N","RJJJ","QFAXX","RJTY",2/12/2018 1:00:00,4/30/2018 13:00:00,,"AERODROME NORTH WIND CONE OBSTRUCTION LIGHT OUT OF SERVICE.","CA*",0
9239,"M0119/18","N","RJJJ","QFAXX","RJTY",2/12/2018 1:02:00,2/12/2018 11:16:20,,"AERODROME TWY CHARLIE 1 LIMITED TO DAYTIME VFR ONLY.","CB",1
9240,"M0120/18","N","RJJJ","QFAXX","RJTY",2/12/2018 1:04:00,2/12/2018 11:17:02,,"AERODROME TWY ALPHA 1 AND ALPHA 2 RUNWAY GUARD LIGHTS OUT OF SERVICE.","CB",1
9241,"M0121/18","N","RJJJ","QFFCG","RJTY",2/12/2018 1:17:00,2/16/2018 21:47:44,,"AERODROME FIRE FIGHTING AND RESCUE CAPABILITY DOWNGRADED TO YELLOW/8,200 GALLONS","SD",1
9242,"M0122/18","C",,,"RJTY",2/12/2018 11:16:20,2/15/2018 11:16:20,,"Cancel M0119/18","CB",0
9243,"M0123/18","C",,,"RJTY",2/12/2018 11:17:02,2/15/2018 11:17:02,,"Cancel M0120/18","CB",0
9244,"M0124/18","C",,,"RJTY",2/12/2018 11:18:52,2/15/2018 11:18:52,,"Cancel M0001/18","CB",0
9245,"M0125/18","N","RJJJ","QLYAS","RJTY",2/12/2018 11:20:00,5/10/2018 5:41:42,,"TWY A   RWY GUARD LGT AT TWY A1 UNSERVICEABLE","CB",1
9246,"M0126/18","N","RJJJ","QMMXX","RJTY",2/12/2018 11:22:00,2/12/2018 11:26:11,,"TWY D TWY LOCATION SIGN LGT UNSERVICEABLE","CB",1
9247,"M0127/18","N","RJJJ","QMMXX","RJTY",2/12/2018 11:23:00,5/10/2018 5:48:18,,"TWY E TACAN CHECKPOINT SIGN AT TWY E2 MISSING","CB",1
9248,"M0128/18","N","RJJJ","QMMXX","RJTY",2/12/2018 11:24:00,5/10/2018 5:51:12,,"TWY C TWY LOCATION SIGN AT TWY C1 LGT UNSERVICEABLE","CB",1
9249,"M0129/18","C",,,"RJTY",2/12/2018 11:26:11,2/15/2018 11:26:11,,"Cancel M0126/18","CB",0
9250,"M0130/18","N","RJJJ","QMMXX","RJTY",2/12/2018 11:26:00,5/10/2018 5:52:53,,"TWY D TWY LOCATION SIGN AT TWY D2 LGT UNSERVICEABLE","CB",1
9251,"M0131/18","N","RJJJ","QMMXX","RJTY",2/12/2018 12:23:00,5/10/2018 5:54:48,,"TWY F HOLDING POSITION SIGN FOR ILS LGT UNSERVICEABLE","CB",1
9252,"L0036/18","N","RJJJ","QXXXX","RJTY",2/13/2018 20:30:00,5/12/2018 13:00:00,,"SPOT G1 IS CLOSED EXCEPT AERO CLUB AIRCRAFT.","CB",0
9253,"L0037/18","C",,,"RJTY",2/13/2018 20:30:40,2/16/2018 20:30:40,,"Cancel L0057/17","KN",0
9254,"L0038/18","N","RJJJ","QXXXX","RJTY",2/13/2018 20:34:00,5/12/2018 13:00:00,,"SPOT HC-2, HC-3, AND HC-4 ARE NOT AVAILABLE WHILE EAGLE DROP ZONE IS ACTIVE OR SCHEDULED TO USE. PRIOR APPROVAL IS REQUIRED FROM BOTH 36AS AND AIRFIELD MANAGEMENT BEFORE ASSIGN ANY AIRCRAFT TO THESE PARKING SPOTS.","CB",0
9255,"L0039/18","C",,,"RJTY",2/13/2018 20:35:24,2/16/2018 20:35:24,,"Cancel L0055/17","KN",0
9256,"L0040/18","N","RJJJ","QXXXX","RJTY",2/13/2018 20:39:00,5/12/2018 13:00:00,,"SPOT HC-1 THRU HC-4 ARE LIMITED TO PARK WITHIN 24 HOURS ONLY. MORE THAN 24 HOURS PARK, AIRCRAFT MUST DOWNLOAD HAZMAT AND MOVE TO WEST SIDE OF RUNWAY. AIRCRAFT NEEDS MORE THAN 24 HOURS PARKING AT THESE SPOTS, PRIOR PERMISSION IS REQUIRED FROM AIRFIELD MANAGER.","CB",0
9257,"L0041/18","C",,,"RJTY",2/13/2018 20:39:59,2/16/2018 20:39:59,,"Cancel L0053/17","KN",0
9258,"M0132/18","N","RJJJ","QGSAU","RJTY",2/13/2018 23:43:00,2/21/2018 13:00:00,,"LIQUID NITROGEN, LN-2, NOT AVAILABLE FOR AMC AIRCRAFT.","KN",0
9259,"M0142/18","N","RJJJ","QWVLW","RJTY",2/21/2018 8:00:00,2/21/2018 12:00:00,,"IMC FORMATION FLIGHTS WILL TAKE PLACE: 2 X C-130S, SFC TO 1015 FT AGL, 0800Z-1200Z, EAGLE DZ, SKE RUN-IN","CA*",0
9260,"M0141/18","N","RJJJ","QWVLW","RJTY",2/22/2018 0:01:00,2/21/2018 8:16:59,,"IMC FORMATION FLIGHTS WILL TAKE PLACE: 4 X C-130S, SFC TO 1015 FT AGL, 0001Z-0300Z & 0700-1000Z, EAGLE DZ, SKE RUN-IN, ACTUAL PERSONNEL DROPS WILL BE IN PROGRESS 0001Z-0300Z","KF",1
9261,"M0146/18","N","RJJJ","QWVLW","RJTY",2/22/2018 23:00:00,2/21/2018 8:16:28,,"IMC FORMATION FLIGHTS WILL TAKE PLACE: 1 X C-130S, SFC TO 1015 FT AGL, 2300Z-0200Z, EAGLE DZ, SKE RUN-IN, ACTUAL PERSONNEL DROPS WILL BE IN PROGRESS 2300Z-0200Z","KF",1
9262,"M0133/18","C",,,"RJTY",2/16/2018 21:47:44,2/19/2018 21:47:44,,"Cancel M0121/18","SD",0
9263,"M0134/18","N","RJJJ","QCTAS","RJTY",2/16/2018 23:57:00,2/17/2018 0:19:50,,"  AIRPORT SURVEILLANCE RADAR UNSERVICEABLE","SD",1
9264,"M0135/18","C",,,"RJTY",2/17/2018 0:19:50,2/20/2018 0:19:50,,"Cancel M0134/18","SD",0
9265,"M0136/18","N","RJJJ","QMRTT","RJTY",2/17/2018 3:56:00,2/17/2018 9:06:22,,"RWY 18/36 SPALL LOCATED 20FT WEST OF CL, 4000FT FROM RWY 36 THRESHOLD","KG",1
9266,"M0137/18","N","RJJJ","QMRLC","RJTY",2/17/2018 9:00:00,2/17/2018 10:35:25,," RWY 18/36 CLSD RUNWAY MAINTENANCE WILL OCCUR ON RWY 36/18 ON 17 FEB 0900Z UNTIL 17 FEB 1300Z. YOKOTA WILL BE UNABLE TO SUPPORT TAKEOFFS/LANDINGS/DIVERTS.","KG",1
9267,"M0138/18","C",,,"RJTY",2/17/2018 9:06:22,2/20/2018 9:06:22,,"Cancel M0136/18","KG",0
9268,"M0139/18","C",,,"RJTY",2/17/2018 10:35:25,2/20/2018 10:35:25,,"Cancel M0137/18","KG",0
9269,"M0140/18","N","RJJJ","QXXXX","RJTY",2/18/2018 10:36:00,2/19/2018 7:08:21,,"TWY KILO CLOSED","KK",1
9270,"M0143/18","N","RJJJ","QMXLC","RJTY",2/19/2018 6:39:00,2/19/2018 9:00:00,,"TWY H CLOSED","KK",0
9271,"M0144/18","C",,,"RJTY",2/19/2018 7:08:21,2/22/2018 7:08:21,,"Cancel M0140/18","KK",0
9272,"M0147/18","N","RJJJ","QWVLW","RJTY",2/22/2018 0:01:00,2/22/2018 10:00:00,,"AERODROME IMC FORMATION FLIGHTS WILL TAKE PLACE: 4 X C-130S, SFC TO 10000 FT AGL, 0001Z-0300Z & 0700-1000Z, EAGLE DZ, SKE RUN-IN, ACTUAL PERSONNEL DROPS WILL BE IN PROGRESS 0001Z-0300Z","KF",0
9273,"M0148/18","N","RJJJ","QWVLW","RJTY",2/22/2018 23:00:00,2/23/2018 2:00:00,,"AERODROME IMC FORMATION FLIGHTS WILL TAKE PLACE: 1 X C-130S, SFC TO 10000 FT AGL, 2300Z-0200Z, EAGLE DZ, SKE RUN-IN, ACTUAL PERSONNEL DROPS WILL BE IN PROGRESS 2300Z-0200Z","KF",0
9274,"M0149/18","C",,,"RJTY",2/21/2018 8:16:28,2/24/2018 8:16:28,,"Cancel M0146/18","KF",0
9275,"M0150/18","C",,,"RJTY",2/21/2018 8:16:59,2/24/2018 8:16:59,,"Cancel M0141/18","KF",0
9276,"M0151/18","N","RJJJ","QXXXX","RJTY",2/21/2018 23:24:00,3/20/2018 13:00:00,,"AERODROME LIQUID NITROGEN, LN-2, NOT AVAILABLE FOR AMC AIRCRAFT","SD",0
9277,"M0152/18","N","RJJJ","QMRGO","RJTY",2/22/2018 8:30:00,2/22/2018 13:00:00,,"AERODROME RWY IS WET","KF",0
9278,"M0153/18","N","RJJJ","QMRGO","RJTY",2/22/2018 21:24:00,2/23/2018 3:00:00,,"RWY IS WET","KK",0
9279,"M0154/18","N","RJJJ","QWVLW","RJTY",2/26/2018 7:00:00,2/26/2018 11:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL,/0700Z-1100Z, EAGLE DZ, SKE RUN-IN","CA*",0
9280,"M0155/18","N","RJJJ","QWVLW","RJTY",2/27/2018 0:01:00,2/26/2018 6:10:12,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL,/0001Z-0300Z, EAGLE DZ, SKE RUN-IN 2 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","KG",1
9281,"M0156/18","N","RJJJ","QWVLW","RJTY",2/28/2018 0:01:00,2/28/2018 12:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 1 X C-130S, SRFC TO 1,015 FT AGL,/0001Z-0300Z, EAGLE DZ, SKE RUN-IN 1 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","CA*",0
9282,"M0157/18","N","RJJJ","QWVLW","RJTY",3/1/2018 4:00:00,3/1/2018 12:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 1 X C-130S, SRFC TO 1,015 FT AGL,/0400Z-1200Z, EAGLE DZ, SKE RUN-IN","KG",0
9283,"M0164/18","N","RJJJ","QWVLW","RJTY",3/2/2018 0:49:00,3/2/2018 3:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 1 X C-130S, SRFC TO 1,015 FT AGL,/0001Z-0300Z, EAGLE DZ, SKE RUN-IN","CB",0
9284,"M0158/18","C",,,"RJTY",2/26/2018 6:10:12,3/1/2018 6:10:12,,"Cancel M0155/18","KG",0
9285,"M0159/18","N","RJJJ","QWVLW","RJTY",2/27/2018 1:00:00,2/27/2018 12:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL,/0001Z-0300Z, EAGLE DZ, SKE RUN-IN 2 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN. HALO RUN-IN ACTUAL PERSONNEL DROPS WILL BE CONDUCTED BETWEEN 0100Z-0400Z, FROM SRFC TO 10,000 FT AGL, EAGLE DZ.","KG",0
9286,"M0160/18","N","RJJJ","QIGAS","RJTY",2/27/2018 4:43:00,3/4/2018 23:08:24,,"AERODROME 36 GLIDESLOPE OUT OF SERVICE.","CA*",1
9287,"M0161/18","N","RJJJ","QXXXX","RJTY",2/28/2018 20:21:00,3/1/2018 3:34:12,,"RWY 18/36 RWY 18/36 WET WITH LESS THAN 1/10 INCH OF STANDING WATER","KN",1
9288,"M0162/18","N","RJJJ","QOBCE","RJTY",3/1/2018 1:50:00,3/31/2018 13:00:00,,"CRANE OPERATION AT 1 NM SOUTH OF APPROACH END OF RUNWAY 36 AS FOLLOWING. 1: CRAWLER CRANE 120 TON, HEIGHT: 233.3 FEET (71.12 METERS) AGL. GROUND ELEVATION: 364.3 FEET MSL (111.03 METERS) 2: ROUGH TERRAIN CRANE 50 TON. HEIGHT: 137.8 FEET (42.0 METERS) AGL. GROUND ELEVATION: 364.3 FEET MSL (111.03 METERS) WORKING PERIOD: DAILY BETWEEN MARCH 1 AND 31 MARCH EXCEPT FOR THE FOLLOWING DAYS (MARCH 3, 4, 11, 17,18, 25 AND 31 MAR 18)","KN",0
9289,"M0163/18","C",,,"RJTY",3/1/2018 3:34:12,3/4/2018 3:34:12,,"Cancel M0161/18","KN",0
9290,"M0165/18","N","RJJJ","QOBCE","RJTY",3/2/2018 1:06:00,3/10/2018 13:00:00,,"AERODROME 130 TON ROUGH TERRAIN CRANE MAX HEIGHT: 238 FEET MINIMUM HEIGHT: 50.8 FEET (15.48 METERS) LOCATION: 139°21'03.47""E 35°45'25.31""N GROUND ELEVATION: 438.6 FEET MSL (133.69 METERS)","CB",0
9291,"M0166/18","N","RJJJ","QXXXX","RJTY",3/2/2018 2:57:00,3/2/2018 9:00:00,,"AERODROME FLIGHT RESTRICTION IN EFFECT IN TACHIKAWA CITY LOCATION IS MORE THAN 3 MILES AWAY AND WITHIN 3 MILES OF EITHER SIDE OF THE APPROACH COURSE: RESTRICT FLIGHT OPERATIONS TO ABOVE 3,000FT AND USE OPPOSITE DIRECTION ARRIVALS/DEPARTURES TO MAX EXTENT POSSIBLE. NO RESTRICTIONS TO GROUND OPERATIONS.","CB",0
9292,"M0167/18","N","RJJJ","QWVLW","RJTY",3/5/2018 8:00:00,3/5/2018 12:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 3 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","CA*",0
9293,"M0168/18","N","RJJJ","QWVLW","RJTY",3/5/2018 23:30:00,3/6/2018 3:30:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 3 X C-130S, SRFC TO 1,015 FT AGL,/5 MAR 2330Z- 6 MAR 0330Z, EAGLE DZ, SKE RUN-IN 3 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","SD",0
9294,"M0169/18","N","RJJJ","QWVLW","RJTY",3/5/2018 23:30:00,3/6/2018 3:30:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATIONS: 1 X C-130S, SRFC TO 1,015 FT AGL,/5 MAR 2330Z- 6 MAR 0330Z, EAGLE DZ, SKE RUN-IN","CA*",0
9295,"M0170/18","N","RJJJ","QWVLW","RJTY",3/7/2018 0:05:00,3/7/2018 12:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL,/0005Z-1200Z, EAGLE DZ, SKE RUN-IN","CA*",0
9296,"M0175/18","N","RJJJ","QWVLW","RJTY",3/8/2018 0:01:00,3/8/2018 12:00:00,,"AERODROME IMC FORMATION FLT AND PERSONNEL DROPS WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL,/0001Z-0400Z, EAGLE DZ, SKE RUN-IN, ACTUAL PERSONNEL DROPS WILL BE IN PROGRESS 0001Z-0400Z 3 X C-130S, SRFC TO 1,015 FT AGL,/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","KG",0
9297,"M0174/18","N","RJJJ","QWVLW","RJTY",3/7/2018 23:30:00,3/8/2018 3:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL,/7 MAR 2300Z- 8 MAR 0300Z, EAGLE DZ, SKE RUN-IN","KG",0
9298,"M0171/18","C",,,"RJTY",3/4/2018 23:08:24,3/7/2018 23:08:24,,"Cancel M0160/18","CA*",0
9299,"M0172/18","N","RJJJ","QMRGO","RJTY",3/5/2018 4:17:00,3/5/2018 13:00:00,,"RWY :DESIGNATOR WET","CB",0
9300,"M0173/18","N","RJJJ","QOBCE","RJTY",3/6/2018 23:15:00,3/7/2018 7:00:00,,"OBST AERODROME CRANE MAX HEIGHT: 65.6 FEET (20.0 METERS) LOCATION: 139°21'11.449""E 35°44'0.448""N GROUND ELEVATION: 408.5 FEET MSL(124.5 METERS)","KG",0
9301,"M0176/18","N","RJJJ","QWVLW","RJTY",3/8/2018 23:00:00,3/9/2018 3:00:00,,"AERODROME IMC FORMATION FLT WILL TAKE PLACE AT THE FOLLOWING TIMES AND LOCATION: 2 X C-130S, SRFC TO 1,015 FT AGL, EAGLE DZ, SKE RUN-IN","KG",0
9302,"M0177/18","N","RJJJ","QFAHX","RJTY",3/7/2018 2:09:00,3/7/2018 2:41:24,,"AERODROME BASH BIRD WATCH CONDITION MODERATE","KG",1
9303,"M0178/18","C",,,"RJTY",3/7/2018 2:41:24,3/10/2018 2:41:24,,"Cancel M0177/18","KG",0
9304,"M0179/18","N","RJJJ","QFALR","RJTY",3/7/2018 3:43:00,3/8/2018 0:48:11,,"C1 TWY RESTRICTED TO C130 OR SMALLER.","CB",1
9305,"M0180/18","N","RJJJ","QMRGO","RJTY",3/7/2018 21:03:00,3/8/2018 13:00:00,,"RWY IS WET","KK",0
9306,"M0181/18","N","RJJJ","QXXXX","RJTY",3/8/2018 0:47:00,3/9/2018 7:56:32,,"TWY C AND TWY C2 RESTRICTED TO PROP AIRCRAFT AND FIGHTERS.","KN",1
9307,"M0182/18","C",,,"RJTY",3/8/2018 0:48:11,3/11/2018 0:48:11,,"Cancel M0179/18","CB",0
9308,"L0042/18","N","RJJJ","QXXXX","RJTY",3/8/2018 9:38:00,3/9/2018 5:19:07,,"K-TAXIWAY CLOSED","KF",1
9309,"M0183/18","N","RJJJ","QGXGM","RJTY",3/8/2018 12:29:00,3/12/2018 4:50:57,,"RWY 36 7000FT DISTANCE REMAINING SIGN EAST SIDE NOT LGTD","KG",1
9310,"M0184/18","N","RJJJ","QMRGO","RJTY",3/8/2018 20:39:00,3/9/2018 6:47:49,,"RWY IS WET","KF",1
9311,"L0043/18","C",,,"RJTY",3/9/2018 5:19:07,3/12/2018 5:19:07,,"Cancel L0042/18","KF",0
9312,"M0185/18","C",,,"RJTY",3/9/2018 6:47:49,3/12/2018 6:47:49,,"Cancel M0184/18","KF",0
9313,"M0186/18","N","RJJJ","QMXLT","RJTY",3/9/2018 7:56:00,3/20/2018 2:30:54,,"TAXIWAY C1 AND C2 ARE LIMITED TO PROPELLER DRIVEN AIRCRAFT AND FIGHTER TYPE JET ONLY.","MJ",1
9314,"M0187/18","C",,,"RJTY",3/9/2018 7:56:32,3/12/2018 7:56:32,,"Cancel M0181/18","KN",0
